question,label
"מטר, באיזו מהירות הוא צריך לנסוע? 1",1
- כמה תלמידים היו בכל בית ספר לפני המעבר?,1
מטרים לשנייה .אביה של רננה הגיע אל הבית בדיוק באותו הזמן שהגיעה רננה אל בית הספר א. חשב את מהירות ההליכה של רננה . ב. כמה זמן עבר מן הרגע שרננה יצאה מביתה ו עד שהגיעה אל בית הספר? 9 בעיות גאומטריות,1
"% לפיכך נאלצה משפחת ברק להוסיף 110 שקלים למחיר הקודם. מה היה מחיר הכיסא, ומה היה מחיר השולחן בהתחלה?",1
"מכונית נוסעת במהירות 50 קמ""ש מעיר א' לעיר ב' בדרך חזרה היא מגדילה את מהירותה ב10- קמ""ש ולכן הגיעה הזמן הקצר ב1",0
"במשולש שווה שוקיים ABC, ששטחו 30 ס""מ, אורך הקטע BD נתון כי כ-3 ס""מ. א.מצא את הגובה לבסיס המשולש. עליי. מצא את אורכי השוקיים. שְׁלִישִׁי. חשב את היקף המשולש.",0
במהלך משחק כדורגל ניגש שחקן לשער היריבה ובעט במפתיע לשער שהיה במרחק 30 מטרים. זהו גרף המציג את המרחק (במטרים) שעבר השער כפונקציה של הזמן (שניות) שחלף,1
"יעל מבוגר מאחיו חן בשלוש שנים, ואביהם מבוגר מהגילאים המשולבים",0
התלמידים לא יצאו לטיול ולכן כל תלמיד שילם 40 שקלים יותר ממה שתכננו לשלם. לכתוב משוואה ולמצוא את מספר התלמידים בכיתה?,1
כשמחלקים מספר טבעי ב- 5 מקבלים מנה ושארית. כשמחלקים,1
בתחילת השנה היו בכיתה 26 תלמידים. במהלך השנה נוספו 13 תלמידים לכיתה. א. בכמה אחוזים גדל מספר תלמידי הכיתה לאחר שנוספו כל התלמידים שנה לאחר מכן עזבו 13 תלמידים את הכיתה ב. מה אחוז התלמידים שעזבו את הכיתה,0
"נתון מלבן ששטחו 50 סמ""ר. קיצרו צלע אחת ב ס ""מ אחד ואת הצלע השנייה ב 25%- כך שהתקבל מלבן ששטחו 30 סמ""ר. חשבו את ממדיו של המלבן הנתון.",1
"נתון משולש שווה שוקיים שאורך השוק שלו קטנה ב= 30% מאורך הבסיס שלו והיקף המשולש הוא 48 ס""מ א. מצאו את אורך שוק המשולש ב. מצאו את גובה המשולש ג. חשבו את שטחו של המשולש",0
במהלך משחק כדורגל שחקן התקרב לשער היריבה ובמפתיע בעט לשער שהיה במרחק 30 מטרים. לפניכם הגרף שמתאר את המרחק (במטרים) שהשער כפונקציה של הזמן (שניות) שעבר,1
"אלי השיג שני 30 חפיסות שוקולד משני סוגים, עבור כל החפיסות השוקולד מסוג 1 שילם 126 ₪ ועבור כל החפיסות שוקולד מהסוג 2 שילם 156 .₪ כמה חפיסות קנה אלי מכל סוג אם ידוע שעלות חפיסת שוקולד מסוג 1 זולה ב6- שקלים.",1
איה עבר רץ במהירות של 300 מטר בדקה. איזה מרחק עבר ב5- דקות מה מהירות בה נסעה ?,0
על מדף 32 ספרים,1
"היקף מלבן הוא 100 ס""מ. צלע אחת במלבן היא 20% מהיקפו. בכמה ס""מ יש לקצר את הצלע כדי שאורכה יהיה 10% מההיקף המקוצר?",0
אנשים: מספר האנשים בחדר C ו-B יהיה שווה. מה כמות אנשים יש בכל חדר?,0
"ענו על הסעיפים הבאים בהינתן מלבן עם היקף של 24 ס""מ ואורך צד של 5 ס""מ. א.מה אורך הצלע השנייה 12 ס""מ 7 ס""מ 5 ס""מ אם אנו מכירים מלבן עם היקף של 24 ס""מ ואורך צלעות של x ס""מ? עֲבוּר. הבטא את אורך הצלע השניה כ-24 − �� 12 − �� �� + 12",1
"נתון מלבן שאורך צלע אחת שלו גדולה ב12 ס""מ מאורך הצלע השנייה. א. כמו כן נתון כי שהיקפו של המלבן הוא 48 ס״מ ב. סמנו ב-x את אורך הצלע הקצרה, שרטטו את המלבן ורשמו את הנתונים . ג. רשמו משוואה מתאימה ומצאו את אורך צלעות המלבן המקורי בעיות גיל – תרגול",0
נתן התכוננו לטיול שנתי. מאיר קנה 4 חטיפים ו2- ממתקים ושילם 22 ₪ ורום קנה 3 חטיפים ו3- ממתקים ושילם 21 ₪ מהי עלות של ממתק ומהי עלות של חטיף?,0
"אם יש לנו מלבן, צלע אחת ארוכה מהצד השני ב-4 ס""מ. אם מגדילים את הצלע הקצרה ב-25%, מתקבל ריבוע. מהו שטח המלבן?",1
על חלקת אדמה שממדיה 60 מטר ו 120- מטר רצו לבנות מגרש כדורגל כך שצורתו מלבנית עם שביל ברוחב x בשתיים מצעלות המגרש. שטח המגרש מהווה 25/33 משטח החלקה. מצאו את רוחב השביל,1
"אם יש לנו מלבן, סכום אורכי הצלעות הסמוכות לו הוא 12 ס""מ. חשב את מידות המלבן בהינתן שטחו של 20 סמ""ר.",1
"אורך שאר המשולש הישר זווית הוא 193√ ס""מ. מצא את אורכי הניצבים אם סכום אורכיהם הוא 19 ס""מ",1
". בלימת מכונית אינה מתבצעת מיד, אלא אורכת זמן. זמן הבלימה תלוי בגורמים שונים, למשל במשקל המכונית, בטיב הכביש ובמהירות שבה נוסעת המכונית ברגע הבלימה. למכונית שהמשקל שלה 1000 ק""ג בכביש אספלט יבש – מרחק הבלימה תלוי במהירות המכונית בהתאם d(v) = 0",1
"נועה רכבה במשך 3 שעות ועברה מרחק של 36 ק""מ מה מהירות בה היא רכבה?",0
שתי נמלים יצאו מנקודה A לאותו כיוון ובאותה מהירות עד לנקודה A בחזרה. נמלה אחת הקיפה את החצר והנמלה השנייה הלכה על השביל שמקיף את החלק המרוצף באבן לבנה. הנמלה שהקיפה את החצר הגיעה לנקודה A שתי דקות אחרי הנמלה שהלכה על השביל. באיזו מהירות הלכו הנמלים? רשמו תשובתכם במטרים לדקה 7,1
שתי נמלים יוצאות מנקודה A באותו כיוון ובאותה מהירות לנקודה A אחורה. נמלה אחת הקיפה את החצר ואילו הנמלה השנייה הלכה בשביל שהקיף את הקטע המרוצף באבן לבנה. הנמלה שהסתובבה בחצר הגיעה לנקודה A שתי דקות מאוחר יותר מהנמלה שהלכה על הכביש. מה מספר מהר הולכות הנמלים? כתוב את תשובתך במטרים לדקה 7,1
"אורכו של היתר במשולש ישר זווית הוא 193√ ס''מ. מצאו את אורכי הניצבים, אם ידוע שסכום אורכים שלה ם הוא 19 ס''מ.",1
בכיתה ט' בבית הספר כל התלמידים מתנדבים לעזור במקומות שונים. להלן תרשים עמודות המתאר את מספר המתנדבים במקומות שונים של שכבה 12,1
"חשבו את מרחק הבלימה המתאים למכונית שמהירותה 90 קמ""ש. ב. אם הנהג רוצה להבטיח לעצמו שמרחק הבלימה יהיה 19",1
"יובל קנה שני 30 חפיסות שוקולד משני סוגים, עבור כל החפיסות השוקולד מסוג 1 שילם 126 ₪ ועבור כל החפיסות שוקולד מהסוג 2 שילם 156 .₪ כמה חפיסות קנה יובל מכל סוג אם ידוע שעלות חפיסת שוקולד מסוג 1 זולה ב6- שקלים.",1
"אם יש לנו מלבן, צלע אחת ארוכה מהצד השני ב-4 ס""מ. אם מגדילים את הצלע הקצרה ב-25%, מתקבל ריבוע. מהו שטח המלבן?",1
"בתחילת השנה היו בכיתה 26 תלמידים. במהלך השנה נוספו לכיתה 13 תלמידים. א באיזה אחוז גדל מספר התלמידים בכיתה לאחר הוספת כל התלמידים? שנה לאחר מכן, 13 סטודנטים עזבו את הסמסטר השני. איזה אחוז מהתלמידים נושרים מהכיתה?",0
משקל הבקבוק עם הפקק הוא 110 גרם. משקל הבקבוק גדול ב-100 גרם ממשקל הפקק. מה משקל הבקבוק? מה משקל הפקק? 5,0
"רכבתי על נח 3 שעות ועברתי 36 ק""מ. כמה מהר רכבת?",0
"- ס""מ מההיקף של הריבוע שנבחר. מצא את אורך הצלע של הריבוע הנתון",0
"- קמ""ש ממהירותו של מרים. מצא כמה זמן לקח לכל אדם לרוץ?",1
"אם נחסר מספר מסוים מ-30 ונחלק את התוצאה ב-2, המספר הנתון. מצא את המספר המדויק",0
"איתי טס מתל אביב לברצלונה. ידוע שמהירות הטיסה בהלוך ובחזור היא 640 קמ""ש וידוע שזמן הטיסה בחזור היה קצר ב35- דקות שעה מכיוון שמרחק הטיסה בהלוך גדול פי 1",0
"מלבן וריבוע זה לצד זה כפי שמוצג בשרטוט. M N S לדעת שאורך הקטע PQ הוא 14 ס""מ, ואורך גובה המלבן QR שווה למחצית הצלע של הריבוע. ט א. מצא את אורכי הצלעות של המלבן והריבוע, בהינתן ששטח הריבוע גדול ב-20-P QT ס""מ משטח המלבן. עֲבוּר. חשב את שטח הריבוע.",1
אילו מספרים ניתנים?,0
. מה המרחק שנסעו במטוס מתל אביב לברצלונה?,0
"מחיר הדלק עלה פעמיים ב-6%, ומחירו לפני העלייה היה 4 שקלים. גלה כמה עלה מחיר הגז ב. מה המחיר הנוכחי שלו?",0
"v v - מסמן את מהירות המכונית בקמ""ש, (v(d - מסמן את מרחק הבלימה במטרים. א",1
"לאסף חנות בגדים, יום אחד עשה הזמנה של מספר חולצות בעלות כוללת של 5,000 שקלים, 5 מהחולצות הגיעו פגומות ולכן מכר אותן בהפסד של 10% ממחיר הקנייה את שאר החולצות מכר ברווח של 10% עבור כל חולצה, מהעסקה הרוויח בסה""כ ₪970 בכמה קנה אסף כל חולצה?",1
"המרחק בין ירושלים לתל אביב הוא 50 ק""מ. א. מה מספר מהר חייב נוסע לנסוע מתל אביב לירושלים בשעה אחת? עֲבוּר. מה כמות מהר חייב נוסע לנסוע מתל אביב לירושלים בחצי שעה? שְׁלִישִׁי. אם אני נוסע ב-80 קמ""ש מירושלים לתל אביב, כמה זמן זה ייקח?",0
"מספר התלמידים בחדר ב' גדול ב-8 ממספר התלמידים בחדר א'. אם 4 תלמידים יעברו מחדר א' לחדר ב', מספר התלמידים בחדר ב' יהיה גדול פי 3 מאשר בחדר א'. מה מספר תלמידים יש בכל חדר?",0
מהן המהירויות של המכוניות?,1
"מלבן שאורכו ארוך ב-12 ס""מ מאורך הצלע השנייה. ת: ידוע גם שהיקף מלבן הוא 48 ס""מ. עֲבוּר. סמן איקס בצד הקצר, צייר את המלבן ורשום את הנתונים.",0
"דנה עברה 40 ק""מ בשעתיים מה מהירות בה נסעה ?",0
- קילו ג'ינג'ר במחיר כולל של 33 שקלים. ידוע שמחיר קילו ג'ינג'ר הוא 33 שקלים יותר ממחיר קילו מלפפון. גלו איזה מחיר שילמה טליה עבור ג'ינג'ר?,0
"- ידוע שסכום הגילאים של יעל ויוסי הוא ,66 וסכום הגילאים של נעה ורועי הוא",0
"האב בן 36 וילדיו בני: 8 , 10 , 12 שנים. בעוד מה כמות שנים יהיה גיל האב שווה לסכום הגילים של שלושת ילדיו ?",0
"המרחק בין עכו לאילת הוא 600 ק""מ, אוטובוס יצא מעכו לכיוון אילת, שעה אחריו יצאה מכונית מאילת לכיוון עכו. מהירות המכונית גדולה ב- 10 קמ""ש ממהירות האוטובוס. שני כלי הרכב נפגשו באמצע הדרך. מצאו את מהירות האוטובוס.",1
גל גדול מאחיו חן ב3- שנים אביהם גדול מסכום הגילאים שלהם ב,0
בדקו את הנתונים של מסי ורונאלדו בליגה הספרדית ובליגת האלופות בעונת,0
"נתנו קופסה. נגדיל את הצלעות ההפוכות שלו ב-25% ונקטין את שתי הצלעות הנותרות ב-25% עד שנקבל מלבן. א- האם היקף המלבן גדול יותר, קטן יותר או שווה להיקף הריבוע? עליי. האם שטח המלבן גדול יותר, קטן יותר או שווה לשטח הריבוע?",0
"ק""ג תפוזים ו- 4 ק""ג אגסים עולים יחד 50 ש""ח. (א) מהו מחירו של 1 ק""ג תפוזים ומהו מחירו של 1 ק""ג אגסים ? (ב) מה יקר יותר – 5 ק""ג תפוזים או 4 ק""ג אגסים ? נמקו. (ג) מה מספר ק""ג אגסים אפשר לקנות במחיר של 8 ק""ג תפוזים ?",0
"ענה על הסעיפים הבאים א. אם נסעת 180 קילומטרים בשלוש שעות, באיזו מהירות נסעת (מהירות קבועה)? אם דני הולך 900 מטר ב-10 דקות במהירות קבועה, מהי המהירות של דני? ד' רומי הלך שני קילומטרים ב-20 דקות, ומהירותו הייתה קבועה. באיזו מהירות הוא הלך?",0
"אם יש לנו מלבן, סכום אורכי הצלעות הסמוכות לו הוא 12 ס""מ. חשב את מידות המלבן בהינתן שטחו של 20 סמ""ר.",1
",3 שקלים סך הכול . א .חשב את המחיר המקורי של פיצה אישית, ואת המחיר המקורי של פיצה משפחתית )המחירים שלפני ההנחה .) ב. לאחר שבוע הכריזו על מבצע אחר :מי שישלם את המחיר המקורי בעבור שתי פיצות אישיות, יקבל פיצה אישית שלישית חינם .כמה פיצות אישיות אפשר לקנות במבצע הזה תמורת 232,1 שקלים )כולל הפיצות שהתקבלו בחינם ?)",1
"יונתן ואני החלטנו ללכת אחד לעבר השני, המרחק ביניהם היה 12 ק""מ, והמהירות של יונתן הייתה 3 קמ""ש והמהירות של לי הייתה 5 קמ""ש. אחרי מה מספר זמן הם ייפגשו אם ידוע שיצאו ביחד?",0
"ק""מ בדרך כלל במשך 15 דקות. פעם אחת אחרי שהלך במהירות הרגילה במשך זמן מה, התעכב למשך 4 דקות ואז הגדיל את מהירותו ב- 20 מטרים לדקה ובכל זאת איחר לבית הספר ב- 3 דקות. א. כמה דקות הלך יואב באותו היום עד שהתעכב ? ב. איזה מרחק עבר עד לעיכוב?",1
"ליאור קנה 17 חתיכות שוקולד משלושה סוגים: שוקולד לבן - 3 שקלים כל אחת, שוקולד רגיל - 2 שקלים כל אחת, ושוקולד מריר - 4 שקלים כל אחת. ידוע שהוא קנה פי שניים שוקולד רגיל משוקולד מריר ושילם 47 שקלים על כל השוקולדים. כמה שוקולדים רגילים קנה ליאור? 3",0
עלות של מכנס גדולה ב25- שקלים ממחיר של חולצה. ניר קנה 3 מכנסים ו5- חולצות ושילם 475 שח כמה עולה נכנס אחד?,0
"תכננו גינה בשטח של 2800 מ""ר המורכבת ממגרש מוקף באדניות פרחים כמוצג. נתון כי כי רוחב שטח האדנית מהצדדים קטן ב-1 מטר מרוחב האדנית בתחתית. עוד נודע כי שטח המגרש הוא 2442 ואורך חלקו התחתון של הגן גדול פי 35 משטח צלע רקה.",1
"שני רוכבי אופניים יצאו משתי ערים שונות ופנו זה לכיוון השני. לאחר שעתיים נפגשו השנים והמשיכו בדרכן ללא עצירה. רוכב אחד הגיע ליישוב והשני יצא 4 שעות לאחר הפגישה. ידוע כי המרחק מביתם של רוכבי האופניים לפני יציאתם היה 72 ק""מ. מה ההבדל בין המהירות של רוכבי האופניים?",1
קופסה א' מכילה 30% יותר עוגות מקופסה ב'. נתון כי אלעזר אכל 5 חתיכות עוגה מקופסה א' ויואב אכל 14% מהעוגות מקופסה ב'. לאחר שאכלו היו בקופסה א' יותר 17 עוגיות מאשר בקופסה ב'. כמה עוגיות אכל עומר?,0
"נתון מלבן שאורך צלע אחת שלו גדולה פי 3 מאורך הצלע השנייה. בנו ממלבן זה מלבן חדש שאורך הצלע הארוכה שלו קטנה ב4- ס""מ מהצלע הארוכה במלבן המקורי. ואורך הצלע הקצרה בו ארוכה ב2- ס""מ מאורך הצלע הקצרה במלבן המקורי. א. רשמו ליד צלעותיו של המלבן המתואר בעזרת משתנה את אורכי צלעותיו. ב. שרטטו מלבן נוסף ורשמו ליד צעותיו את אורכי הצלעות לאחר השינוים. ג.הביעו באמצעות המשתנה את אורך היקף המלבן החדש. ד. נתון שטח המלבן החדש הוא 20 ס""מ, מצאו את אורך הצלעות של המלבן המקורי",1
"אם יש לך מלבן עם היקף 42 ס""מ. צמצמו צלעות נגדיות ב-a כך שיתקבל ריבוע. אם אותה הצלע הייתה מגדילה עם -a במקום מקוצרת, היית מקבל מלבן בשטח של 135 סמ""ר. מצא את הממדים של המלבן הנתון. (נמצאו 2 אפשרויות)",1
"נתון משולש שווה צלעות ומלבן. הצלע הארוכה של המלבן ארוכה ב-3 ס""מ מצלע המשולש. הצלע הבאה קצרה ב-4 ס""מ מצלע המשולש. אם היקפי המשולש והמלבן המוצגים שווים. מצא את הצלע של המשולש.",1
"שני אחים נולד ו בהפרש של שנתיים. היום סכום הגילאים שלהם הוא ,34 בני כמה האחים?",0
אוריאל הלכו יחד לחנות כלי הכתיבה. באותה חנות מחיר עפרון 3 שקלים ומחיר עט 6 שקלים. חיים תכנן לרכוש מספר עטים ועפרונות בעלות כוללת של 33 שקלים. תן שתי דוגמאות לכמות העפרונות והעטים שקנה ​​חיים העומדים בתנאי השאלה. שרה רכש 3 עפרונות פחות מתומר ועט נוסף בעלות כוללת של 30 מיליארד שקל. כמה עטים ועפרונות השיג חיים?,0
"בחדר יש 80 אנשים, מספר הבנים גדול בעשר ממספר הבנות. כמה בנים ישנם בחדר?",0
"אם יש לך מלבן עם היקף 42 ס""מ. צמצמו צלעות נגדיות ב-a כך שיתקבל ריבוע. אם אותה הצלע הייתה מגדילה עם -a במקום מקוצרת, היית מקבל מלבן בשטח של 135 סמ""ר. מצא את הממדים של המלבן הנתון. (נמצאו 2 אפשרויות)",1
"אם יש לנו מלבן עם אורך הצלע x ושטח 2 − 6 א. בעזרת x, הביטו את אורך הצלע השנייה של המלבן הנתון על ידי מלבן שכל צלעותיו גדולות ב-3 ס""מ מאורך הצלעות של המלבן הנתון b. כתוב ביטוי לשטח המלבן החדש. שטח המלבן החדש גדול ב-65 ס""מ משטח המלבן הנתון. ג מצא את אורכי הצלעות של המלבן הנתון",1
"נתון משולש שווה צלעות ומלבן. הצלע הארוכה במלבן גדולה ב - 3 ס""מ מצלע המשולש והצלע הסמוכה לה קטנה ב - 4 ס""מ מצלע המשולש. נתון שהיקפי המשולש והמלבן הנתונים שווה. מצאו את צלע המשולש.",1
"תלמידי כיתה ט תכננו לאסוף סכום כולל של 4,420 שקלים לטיול שנתי",1
"נתון מלבן ששטחו 40 סמ""ר. ממלבן זה יצרו מלבן חדש, אורך צלע אחת הקטינו ב 1- ס""מ ואת הצלע השנייה הקטינו ב 2- ס""מ והתקבל מלבן שהיקפו 22 ס""מ. מצאו את צלעות המלבן המקורי",1
"עלות השולחן הגדול 700 שקלים. עלות הכיסא. דן קנה שולחן ו-4 כיסאות בעלות כוללת של 1,700 שקלים. כמה שילם דן עבור הכיסאות?",0
"תלמידי כיתה ט' תכננו לגייס סך של 4,420 שקל לטיול השנתי",1
"נתון משולש, שצלעו האחת גדולה מהשני יה ב - 250% וקטנה מהשלישית ב",1
תוך כמה שנים גיל האם הופך לפי 3 מגיל בנה?,0
"נתון מלבן שאורך צלע אחת גדול פי 3 מאורך הצלע השנייה. אם נגדיל נאריך את אורך הצלע הארוכה ב 2- ס""מ ונקצר את אורך הצלע הקצרה ב 2- ס""מ נקבל מלבן ששטחו קטן פי 1",1
"משולש שאורך הצלע שלו 5 ס""מ והצד השני באורך 7 ס""מ. בנוסף, היקף המשולש הוא 20 ס""מ. א חשב את אורך הצלע השלישית. עֲבוּר. האם יש משולש שצלעותיו 7 ס""מ ו-5 ס""מ והיקפו 25 ס""מ?",1
משקל בקבוק עם פקק הוא 110 גרמים. משקל הבקבוק גדול ב 100 גרמים ממשקל הפקק. מהו משקל הבקבוק? מהו משקל הפקק? 5,0
"ניתנת תמונה (הוספה ומסגרת) בשטח של 720 ס""מ. המסגרת מורכבת משולי צד שווים וגדולים בס""מ אחד מהשוליים העליונים והתחתונים, שגם הם שווים. נתון כי שהיחס בין אורך הצלע הפנימית לאורך הצלע החיצונית הוא 3:4, ואורך התמונה הוא 22 ס""מ. מבפנים 22 ס""מ. מצא את מידות התמונה",1
"סוחר קנה ב650- שקלים בקבוקי מים. עלות כל בקבוק היה x ש""ח . א. הביעו באמצעות x את כמות הבקבוקים שקנה הסוחר ב. נתון שכמות הבקבוקים שקנה הסוחר הייתה ,325 מהי עלות של בקבוק אחד לסוחר?",1
"יש X תלמידים בכיתה, יום אחד הגיעו רבע מהתלמידים, למחרת הגיעו 3 תלמידים פחות מאשר יום קודם. כמה תלמידים יש בכיתה אם ידוע שחצי מהכיתה הגיעה?",0
"שנולד יאמן היה גיל אביו ,25 לפני כמה שנים גיל האב פי- 6 מהגיל של יאמן?",0
"אם מדובר בריבוע עם אורך הצלע 4 - ��, צור מלבן חדש שאורכו גדול ב-9 ס""מ מאורך הצלע של הריבוע והרוחב שלו גדול ב-3 ס""מ מאורך הצלע של הריבוע הנתון. אם שטח הריבוע קטן ב-171 ס""מ משטח המלבן, מצא את הערך של x",1
"בקופסה א יש פי שלוש עוגיות מקופסה ב אם נעביר 8 עוגיות מקופסה א' לקופסה ב' יהיה מספר העוגיות זהה בשתי הקופסאות, מה כמות עוגיות יש בכל קופסא?",0
"לרגל יום הולדתו של יערה החליטו חבריו לערוך לו מסיבה בעלות של 3,240 שקלים. ביום המסיבה הגיעו שלושה חברים נוספים ולכן החברים נדרשים כעת לחשב מחדש את דמי ההשתתפות של כל חבר. לאחר חישוב, מתברר שכל חבר צריך לשלם כעת 25% פחות ממה ששילם בפועל. מה כמות חברים היו במסיבה של שוהם? 2",1
"חברת ברק, המפנה עובדי ניקיון לעבודות קבלניות, מפרסמת: עובדים שירצו לעבוד במשמרות יקבלו תוספת של 20% בשכרם, עד תוספת של 800 שקלים לכל היותר. להלן 4 גרפים, שרק שניים מהם עומדים בתנאים הבאים: א. התאימו גרף המתאר את העלייה בשקלים לשכר המוגדל, כפונקציה של השכר המקורי. עֲבוּר. התאימו את הגרף המתאר את השכר המוגדל בשקלים (לאחר ההעלאה), כפונקציה של השכר המקורי, ונמקו את בחירתכם.",1
"יובל קנה 30 חפיסות משני סוגי שוקולד, על כל חפיסת שוקולד מסוג 1 שילם 126 שקלים, ועל כל חפיסת שוקולד מסוג 2 שילם 156 שקלים. כמה חפיסות מכל סוג קנה יובל אם היה ידוע שעלות חפיסת שוקולד מהסוג הראשון זולה ב-6 שקלים?",1
"בעל חנות מחשבים קנה מחשבים בעלת כוללת של 32,000 ,₪ 8 מהם שיווק במחיר הקנייה, 10 מהם שיווק במחיר הקטן ב10%- ממחיר הקנייה ואת שאר המחשבים מחר ברווח של",1
האם בת 35 ובנה בן,0
"איתי יצאו משני ישובים והלכו זו לקראת זו במהירות קבוע. יד ו ע שמאיה הולכת ב- 1 קמ""ש יותר מהר מענבר. הן נפגשו אחרי 5 שעות, בנוסף יודע שאם ספיר הייתה הולכת את כל המרחק עד לישוב שממנו יצאה מוחמד, היא הייתה עושה זאת ב8- שעות. מה המרחק בין הישוב של מוחמד ושל ספיר.",1
"אם יש לנו משולש ישר זווית שאורכו העודף הוא 610√ ס""מ. אם אורכו של מאונך אחד של המשולש הוא 1 ס""מ ואורך הצלע השניה הוא 2 - 5 ס""מ, מצא את שטח המשולש.",1
"- ס""מ מהיקף הריבוע הנתון. מצאו את אורך צלע הריבוע הנתון",0
מטר 60 מטר שביל שבי מגרש ל,1
"ענו על הסעיפים הבאים נתון מלבן שהיקפו 24 ס""מ ואורך צלע אחת שלו הוא 5 ס""מ. א. מה אורך הצלע השנייה 12 ס""מ 7 ס""מ 5 ס""מ נתון מלבן שהיקפו 24 ס""מ ואורך צלע אחת שלו הוא x ס""מ. ב . הביעו את אורך הצלע השנייה 24 − �� 12 − �� �� + 12",1
"באתר מובאים מחירון לחנות בישראל ומחירון לאותם פריטים. בחנות בארץ עלות - בשקלים, עלות אונליין - בדולרים (1-3 דולר",1
"מספר הבנים במסיבה גדול פי 2 ממספר הבנות. אם יתווספו למסיבה 10 בנים, ו- 5 בנות תצאנה, יהיה מספר הבנים גדול פי 4 ממספר הבנות. מה היה מספר הבנים במסיבה ?",0
"ענה על הסעיפים הבאים א. גל עבר מרחק של 150 קילומטרים במהירות קבועה של 60 קילומטרים לשעה. מה מספר זמן נסע גל? עליי. אביאל נהג ברכב במשך ארבע שעות במהירות של 80 קמ""ש. כמה רחוק הוא נסע? ג' בן נסע במהירות של 30 קמ""ש במשך 40 דקות. מה מספר רחוק הוא נסע?",1
"שטחו של ריבוע מבוטא על ידי הביטוי �����24 − ��5 + 2. לכן, התקבל מלבן ששטחו מיוצג על ידי הביטוי: ������ A. ביטוי באמצעות x כאורך הצלע של ריבוע b. הבטא את אורכי הצלעות של המלבן באמצעות x, את אורכי הצלעות של המלבן c. אם שטח המלבן הוא 52 מטרים רבועים, מצאו את שטח הריבוע",1
"נתונים ל-3 חדרים: א', ב', ג'. ידוע שבחדר א' יש 3 אנשים יותר מחדר ב', ובחדר ב' יש פי 2 יותר אנשים מחדר ג'. אם נעביר 3 אנשים מחדר א' לחדר ג' ומחדר ב' נעבור לחדר ג'.",0
"ממספר הפיצות האישיות .תלמידי שכבה י""א שילמו על הפיצות 6",1
"אם נחבר 2 מספרים ואת התוצאה נחלק ב2- נקבל ,9 אם נכפיל את אחד המספרים ונחסיר ממנו את השני נקבל",0
. מה המרחק שנסעו במטוס מתל אביב לברצלונה?,0
"נתון מלבן ששטחו 30 סמ""ר הגדילו צלע אחת פי 2 ואת הצלע השנייה הקטינו בארבע ס""מ והתקבל ריבוע. מצאו את צלעות המלבן המקורי",1
יהודה בת 9 אחות גדולה ממנה. בעוד מה כמות שנים יהיה גיל אחותה פי 3- מגילה של יהודה?,0
בגרות – 5 יחידות – שאלון 581 המרחק מביתה של רננה עד בית הספר הוא 500 מטרים .רננה יצאה מביתה אל בית הספר והלכה במהירות קבועה,1
"עידן השיג מניות של אנרגיה ירוקה, שערך כל מנייה היה 20 דולר. ערכה של המנייה ירד ולאחר שבוע היה 17 דולר א. בכמה אחוזים ירד ערך המנייה לאחר שבוע? לאחר שבוע נוסף ערך המנייה גדל ב30%- אחוז מהערך שהיה לאחר הירידה ועידן מכר את כל המניות שהיו לו ב. בהינתן שעידן רכש 30 מניות, כמה כסף הרוויח עידן?",0
האם רפיף בת 28 . בתה שיר בת 4 . בעוד כמה שנים יהיה גילה של האם רפיף פי 4 מגילה של שיר?,0
"המרחק בין ירושלים לתל אביב הוא 50 ק""מ. ת. כמה מהר צריך לנסוע כדי להגיע מתל אביב לירושלים בשעה אחת? עֲבוּר. כמה מהר צריך לנסוע כדי להגיע מתל אביב לירושלים בחצי שעה? שְׁלִישִׁי. אם אני נוסע ב-80 קמ""ש מירושלים לתל אביב, כמה זמן זה ייקח?",0
יוסי ורינה מקבלים דמי כיס חודשיים. הסכום שמקבל יוסי קטן ב 20 ₪ מהסכום שמקבלת רינה. הסכום שמקבלת רינה ב- 5 חודשים שווה לסכום שמקבל יוסי בחצי שנה. כמה כסף מקבל כל אחד מהם בחודש?,0
"כשנולד בנו של רונן, רונן היה בן 35, וכעת רונן מבוגר מבנו בארבע שנים. בן כמה הבן של רונין היום?",0
"נתון ריבוע, הגדילו 2 צלעות נגדיות שלו ב3- ס""מ ואת 2 הצלעות הנגדיות האחרות הגדילו ב20%- כך שהתקבל מלבן שהיקפו גדול ב8",0
"אם נגדיל צלע אחת של מלבן ב2- ס""מ ונקטין צלע סמוכה לה ב3- ס""מ, נקבל ריבוע שהיקפו 20 ס""מ. מהן מידות המלבן? מהו שטח המלבן? מהו שטח הריבוע שנוצר?",0
"בצנצנת יש 8 כדורים אדומים, 2 כדורים לבנים ו-5 כדורים כחולים. הכדור נמשך באקראי מהבולר. א- מה ההסתברות שהכדור אדום? עליי. מה ההסתברות שהכדור כחול?",1
"הדר מבוגרת ממני בשלוש שנים. בעוד 10 שנים, סכום הגילאים שלי ושל הדר יהיה 37 שנים. בני כמה הם היום?",0
"האב בן 36 וגילאי ילדיו הם: 8, 10 ו-12 שנים. תוך כמה שנים גיל האב הופך להיות שווה לסכום הגילאים של שלושת ילדיו?",0
"יונתן צריך להשלים דרך של 140 ק""מ, לאחר שעבר 20 ק""מ שם לב שעליו להגיע בתוך שעה וחצי ליעדו. באיזה מהירות צריך לנסוע יונתן על מנת להגיע בזמן לפגישתו?",0
יואב הולך לבית הספר מרחק של 1,1
